"b","dataset","n_models","models","weights","distance_meas","distance_est","var_pred","r2","bias","lower_CI","upper_CI","mae","rmse"
123,"natalia_oliveira_2023",20,"[27] Alameri et al. 2009; [50] Zou et al. 2017; [32] Soares, Pereira 2011; [02] Enright & Sherrill 1998; [54] Almeida et al. 2019; [42] Britto et al. 2013; [47] Nusdwinuringtyas et al, 2014; [07] Enrigth et al. 2003; [10] Camarri et al. 2006; [34] Dourado, Vidotto, Guerra 2011; [26] Jenkins et al. 2009; [55] Almeida et al. 2019; [06] Gibbons et al. 2001; [48] Fernandes et al. 2016; [37] Hill et al. 2011; [09] Camarri et al. 2006; [20] Jenkins et al. 2009; [58] Delbressine et al. 2023; [18] Iwama et al. 2009; [28] Ben Saad et al. 2009","0.6917;-0.3173;-0.2658;0.7687;-0.3813;0.1846;0.2969;-0.115;-0.4956;0.0637;0.0138;0.1078;-0.6478;0.1144;-0.0349;0.3467;-0.0556;-0.1227;0.1774;0.6704",674.326315789474,455.649177296772,1588.50313083741,0.220100712993863,-218.677138492702,-344.262423765395,-88.0242081880479,218.788477339891,229.012523316276
124,"natalia_oliveira_2023",14,"[10] Camarri et al. 2006; [50] Zou et al. 2017; [30] Osses et al. 2010; [55] Almeida et al. 2019; [37] Hill et al. 2011; [45] Kim et al. 2014; [09] Camarri et al. 2006; [20] Jenkins et al. 2009; [28] Ben Saad et al. 2009; [07] Enrigth et al. 2003; [02] Enright & Sherrill 1998; [06] Gibbons et al. 2001; [34] Dourado, Vidotto, Guerra 2011; [18] Iwama et al. 2009","-0.1349;-0.1179;-0.0655;0.2296;-0.035;0.3472;0.3761;-0.1004;0.2621;-0.0983;0.5453;-0.4044;0.0423;0.1538",682.952631578947,641.070300548192,1419.06788937447,0.264998356404808,-41.8823310307551,-149.49786256423,73.7701548993708,60.8360126939929,77.0695628289445
125,"natalia_oliveira_2023",13,"[10] Camarri et al. 2006; [37] Hill et al. 2011; [43] Rao et al. 2013; [50] Zou et al. 2017; [02] Enright & Sherrill 1998; [58] Delbressine et al. 2023; [27] Alameri et al. 2009; [18] Iwama et al. 2009; [40] Britto et al. 2013; [04] Troosters, Gosselink & Decramer 1999; [42] Britto et al. 2013; [45] Kim et al. 2014; [34] Dourado, Vidotto, Guerra 2011","-0.0147;0.232;-0.5804;-0.4946;1.0375;-0.3181;1.0484;-0.1831;-0.0269;0.3965;0.1318;0.4971;-0.7254",678.747368421053,685.417398639174,1150.10207635033,0.181110084264287,6.67003021812135,-130.420628562403,150.793786803655,57.953934981212,74.1377353736273
126,"natalia_oliveira_2023",8,"[55] Almeida et al. 2019; [40] Britto et al. 2013; [50] Zou et al. 2017; [42] Britto et al. 2013; [27] Alameri et al. 2009; [15] Masmoudi et al. 2008; [13] Chetta et al. 2006; [43] Rao et al. 2013","0.15;0.1367;-0.4563;0.2477;0.8438;0.5968;0.0159;-0.5346",670.6,615.748776680336,954.434096152058,0.325773792361268,-54.8512233196644,-156.093784148287,79.0971707631443,69.3947895901305,84.7891776850793
127,"natalia_oliveira_2023",9,"[10] Camarri et al. 2006; [20] Jenkins et al. 2009; [34] Dourado, Vidotto, Guerra 2011; [28] Ben Saad et al. 2009; [26] Jenkins et al. 2009; [55] Almeida et al. 2019; [13] Chetta et al. 2006; [18] Iwama et al. 2009; [42] Britto et al. 2013","0.0592;-0.0151;0.1177;0.3324;0.1027;0.1962;-0.4086;0.3017;0.3136",669.973684210526,690.545037585244,1774.13361344023,0.230772314551884,20.5713533747174,-148.968625271863,143.418456035009,55.4145524943361,72.3850882234379
128,"natalia_oliveira_2023",5,"[32] Soares, Pereira 2011; [06] Gibbons et al. 2001; [48] Fernandes et al. 2016; [18] Iwama et al. 2009; [45] Kim et al. 2014","0.1395;0.3147;0.1319;0.1302;0.2837",674.984210526316,624.89316222318,587.017545143638,0.23858990371945,-50.091048303136,-217.850477138868,98.1470889057711,72.2830681175824,93.6637510654252
129,"natalia_oliveira_2023",16,"[20] Jenkins et al. 2009; [32] Soares, Pereira 2011; [58] Delbressine et al. 2023; [54] Almeida et al. 2019; [42] Britto et al. 2013; [10] Camarri et al. 2006; [47] Nusdwinuringtyas et al, 2014; [37] Hill et al. 2011; [07] Enrigth et al. 2003; [26] Jenkins et al. 2009; [43] Rao et al. 2013; [09] Camarri et al. 2006; [27] Alameri et al. 2009; [15] Masmoudi et al. 2008; [34] Dourado, Vidotto, Guerra 2011; [06] Gibbons et al. 2001","0.0745;-0.4513;0.1988;-0.1226;0.1277;-0.2271;0.5327;0.2743;0.2842;0.2472;-0.8322;0.3598;0.3507;0.1073;0.2245;-0.1484",671.58947368421,766.158591802293,910.132098749323,0.126172163942465,94.5691181180825,-48.7010660480504,238.784680719503,102.380940795793,119.101072562386
130,"natalia_oliveira_2023",16,"[07] Enrigth et al. 2003; [06] Gibbons et al. 2001; [34] Dourado, Vidotto, Guerra 2011; [04] Troosters, Gosselink & Decramer 1999; [58] Delbressine et al. 2023; [37] Hill et al. 2011; [27] Alameri et al. 2009; [32] Soares, Pereira 2011; [42] Britto et al. 2013; [18] Iwama et al. 2009; [48] Fernandes et al. 2016; [47] Nusdwinuringtyas et al, 2014; [50] Zou et al. 2017; [10] Camarri et al. 2006; [54] Almeida et al. 2019; [40] Britto et al. 2013","0.1403;-0.1271;0.147;0.7621;0.0608;0.1659;0.622;-0.3793;0.1139;-0.0401;-0.1061;0.7187;-0.5818;-0.3567;-0.0702;-0.0694",677.905263157895,597.827382531235,1167.35505594906,0.283732556671845,-80.0778806266595,-295.095859088754,72.1097887919673,88.9865421365143,111.913450720949
131,"natalia_oliveira_2023",25,"[06] Gibbons et al. 2001; [58] Delbressine et al. 2023; [28] Ben Saad et al. 2009; [20] Jenkins et al. 2009; [07] Enrigth et al. 2003; [55] Almeida et al. 2019; [54] Almeida et al. 2019; [10] Camarri et al. 2006; [30] Osses et al. 2010; [42] Britto et al. 2013; [48] Fernandes et al. 2016; [26] Jenkins et al. 2009; [43] Rao et al. 2013; [13] Chetta et al. 2006; [47] Nusdwinuringtyas et al, 2014; [32] Soares, Pereira 2011; [15] Masmoudi et al. 2008; [37] Hill et al. 2011; [27] Alameri et al. 2009; [40] Britto et al. 2013; [04] Troosters, Gosselink & Decramer 1999; [34] Dourado, Vidotto, Guerra 2011; [09] Camarri et al. 2006; [50] Zou et al. 2017; [18] Iwama et al. 2009","-0.5599;0.0807;0.7986;0.0508;0.13;0.0689;-0.2436;-0.5779;0.0609;0.1663;0.2566;0.0707;-0.2626;-0.6734;0.382;-0.2428;-0.046;0.2769;0.8193;-0.2313;0.2806;0.174;0.2374;-0.3352;0.319",668.063157894737,566.38729571913,1632.35509525603,0.224590045711811,-101.675862175607,-223.023193363327,23.9200499924157,105.223487639505,120.411974028991
132,"natalia_oliveira_2023",24,"[20] Jenkins et al. 2009; [32] Soares, Pereira 2011; [54] Almeida et al. 2019; [09] Camarri et al. 2006; [50] Zou et al. 2017; [07] Enrigth et al. 2003; [04] Troosters, Gosselink & Decramer 1999; [37] Hill et al. 2011; [30] Osses et al. 2010; [15] Masmoudi et al. 2008; [10] Camarri et al. 2006; [42] Britto et al. 2013; [06] Gibbons et al. 2001; [34] Dourado, Vidotto, Guerra 2011; [27] Alameri et al. 2009; [40] Britto et al. 2013; [26] Jenkins et al. 2009; [47] Nusdwinuringtyas et al, 2014; [48] Fernandes et al. 2016; [45] Kim et al. 2014; [43] Rao et al. 2013; [13] Chetta et al. 2006; [02] Enright & Sherrill 1998; [55] Almeida et al. 2019","-0.1844;-0.3804;-0.1081;0.4251;-0.4006;0.059;0.5209;0.1625;-0.1904;-0.1377;-0.0874;0.1399;-0.0319;-0.1038;0.5634;-0.1422;-0.108;0.6172;-0.0818;0.2124;-0.4093;-0.4046;0.9531;0.1168",674.984210526316,712.3381572884,1184.59964617546,0.358670293496891,37.3539467620839,-121.800457285598,169.553377610206,65.1520671904638,81.3576031220355
133,"natalia_oliveira_2023",20,"[32] Soares, Pereira 2011; [37] Hill et al. 2011; [28] Ben Saad et al. 2009; [34] Dourado, Vidotto, Guerra 2011; [47] Nusdwinuringtyas et al, 2014; [54] Almeida et al. 2019; [20] Jenkins et al. 2009; [26] Jenkins et al. 2009; [50] Zou et al. 2017; [45] Kim et al. 2014; [55] Almeida et al. 2019; [27] Alameri et al. 2009; [04] Troosters, Gosselink & Decramer 1999; [07] Enrigth et al. 2003; [06] Gibbons et al. 2001; [58] Delbressine et al. 2023; [30] Osses et al. 2010; [40] Britto et al. 2013; [09] Camarri et al. 2006; [18] Iwama et al. 2009","-0.3142;0.4172;0.6825;0.3076;0.1629;-0.3082;0.0855;0.0453;-0.4495;0.0932;0.1681;0.4351;-0.0318;0.062;-0.6472;0.0231;0.1691;-0.4128;0.0996;0.4127",684.036842105263,655.433651060223,1412.22017958844,0.259708969434322,-28.6031910450406,-138.319531824837,85.000954921652,55.264854129066,69.5140294786098
134,"natalia_oliveira_2023",1,"[06] Gibbons et al. 2001","1",677.342105263158,724.186157894737,1537.42657193261,0.101129409200762,46.8440526315789,-90.5500000000001,173.37,70.0428947368421,86.6110253860387
135,"natalia_oliveira_2023",26,"[34] Dourado, Vidotto, Guerra 2011; [04] Troosters, Gosselink & Decramer 1999; [43] Rao et al. 2013; [40] Britto et al. 2013; [28] Ben Saad et al. 2009; [02] Enright & Sherrill 1998; [47] Nusdwinuringtyas et al, 2014; [07] Enrigth et al. 2003; [54] Almeida et al. 2019; [18] Iwama et al. 2009; [27] Alameri et al. 2009; [10] Camarri et al. 2006; [26] Jenkins et al. 2009; [13] Chetta et al. 2006; [58] Delbressine et al. 2023; [42] Britto et al. 2013; [06] Gibbons et al. 2001; [20] Jenkins et al. 2009; [15] Masmoudi et al. 2008; [48] Fernandes et al. 2016; [32] Soares, Pereira 2011; [30] Osses et al. 2010; [45] Kim et al. 2014; [09] Camarri et al. 2006; [50] Zou et al. 2017; [37] Hill et al. 2011","0.0315;0.146;-0.3079;-0.2313;0.332;0.5757;0.338;0.0161;-0.079;0.1095;0.4597;-0.341;0.0526;-0.4161;-0.0132;0.254;-0.2187;0.0237;-0.0853;0.0573;0.0411;-0.0481;0.1509;0.4577;-0.3582;0.0531",668.631578947368,630.235045233797,1583.23683190106,0.297566777443868,-38.3965337135712,-146.428871612502,79.3899639539558,59.6159797103485,72.1649914849611
136,"natalia_oliveira_2023",8,"[02] Enright & Sherrill 1998; [34] Dourado, Vidotto, Guerra 2011; [10] Camarri et al. 2006; [45] Kim et al. 2014; [55] Almeida et al. 2019; [07] Enrigth et al. 2003; [32] Soares, Pereira 2011; [27] Alameri et al. 2009","0.6652;-0.2105;0.1903;0.1791;0.1499;5e-04;-0.4182;0.4439",680.778947368421,624.989676836838,836.756365093528,0.0911459279053683,-55.789270531583,-183.166306302756,68.5810026947553,73.7374927708312,95.1943068715189
137,"natalia_oliveira_2023",7,"[18] Iwama et al. 2009; [40] Britto et al. 2013; [32] Soares, Pereira 2011; [28] Ben Saad et al. 2009; [45] Kim et al. 2014; [47] Nusdwinuringtyas et al, 2014; [54] Almeida et al. 2019","0.1363;0.0053;0.1419;0.1651;0.2782;0.0011;0.2721",674.6,650.130056827797,1095.06129130264,0.141969452251804,-24.4699431722026,-164.223320098606,99.8314463777976,56.8978513217491,76.4163322794845
138,"natalia_oliveira_2023",11,"[45] Kim et al. 2014; [30] Osses et al. 2010; [06] Gibbons et al. 2001; [42] Britto et al. 2013; [07] Enrigth et al. 2003; [04] Troosters, Gosselink & Decramer 1999; [13] Chetta et al. 2006; [37] Hill et al. 2011; [43] Rao et al. 2013; [50] Zou et al. 2017; [34] Dourado, Vidotto, Guerra 2011","0.8889;-0.1437;0.3171;0.2046;0.0329;0.4498;-0.4295;0.4159;-0.3133;-0.4098;-0.0129",680.557894736842,848.841610178552,1715.2369978941,0.222896626775918,168.28371544171,25.2204758778582,301.037129778329,170.657411040246,183.279532321431
139,"natalia_oliveira_2023",22,"[42] Britto et al. 2013; [34] Dourado, Vidotto, Guerra 2011; [58] Delbressine et al. 2023; [07] Enrigth et al. 2003; [06] Gibbons et al. 2001; [09] Camarri et al. 2006; [26] Jenkins et al. 2009; [02] Enright & Sherrill 1998; [43] Rao et al. 2013; [27] Alameri et al. 2009; [13] Chetta et al. 2006; [10] Camarri et al. 2006; [30] Osses et al. 2010; [37] Hill et al. 2011; [15] Masmoudi et al. 2008; [32] Soares, Pereira 2011; [55] Almeida et al. 2019; [04] Troosters, Gosselink & Decramer 1999; [48] Fernandes et al. 2016; [45] Kim et al. 2014; [50] Zou et al. 2017; [40] Britto et al. 2013","0.127;-0.1662;-0.0866;0.0274;0.198;0.4848;-0.1876;1.0049;-0.4403;0.7714;-0.319;-0.0977;-0.2544;0.1945;-0.2013;-0.4856;0.1512;0.4865;-8e-04;0.3059;-0.4335;-0.0785",671.91052631579,753.614889562855,1420.07774174471,0.211584131919237,81.7043632470659,-37.7488960734588,219.647237056344,89.7278684687651,107.703793811017
140,"natalia_oliveira_2023",4,"[30] Osses et al. 2010; [10] Camarri et al. 2006; [40] Britto et al. 2013; [06] Gibbons et al. 2001","0.4046;0.2608;0.0217;0.3128",685.405263157895,715.110587676935,1298.82794978573,0.199806413668006,29.7053245190403,-109.443854533381,148.118858794267,58.9744078816909,71.7963115406306
141,"natalia_oliveira_2023",13,"[06] Gibbons et al. 2001; [50] Zou et al. 2017; [58] Delbressine et al. 2023; [20] Jenkins et al. 2009; [27] Alameri et al. 2009; [55] Almeida et al. 2019; [18] Iwama et al. 2009; [28] Ben Saad et al. 2009; [09] Camarri et al. 2006; [34] Dourado, Vidotto, Guerra 2011; [37] Hill et al. 2011; [32] Soares, Pereira 2011; [40] Britto et al. 2013","-0.6736;-0.4018;0.134;-0.0362;0.7242;0.1574;0.4005;0.6825;0.0718;0.1219;0.4636;-0.2987;-0.3456",669,613.828851931315,1937.34139425177,0.210901295652078,-55.1711480686848,-187.594260541071,71.9610623124199,70.9922114475001,90.102859409105
142,"natalia_oliveira_2023",27,"[07] Enrigth et al. 2003; [47] Nusdwinuringtyas et al, 2014; [54] Almeida et al. 2019; [42] Britto et al. 2013; [15] Masmoudi et al. 2008; [06] Gibbons et al. 2001; [27] Alameri et al. 2009; [37] Hill et al. 2011; [40] Britto et al. 2013; [55] Almeida et al. 2019; [50] Zou et al. 2017; [04] Troosters, Gosselink & Decramer 1999; [13] Chetta et al. 2006; [32] Soares, Pereira 2011; [48] Fernandes et al. 2016; [26] Jenkins et al. 2009; [18] Iwama et al. 2009; [20] Jenkins et al. 2009; [09] Camarri et al. 2006; [43] Rao et al. 2013; [28] Ben Saad et al. 2009; [10] Camarri et al. 2006; [30] Osses et al. 2010; [34] Dourado, Vidotto, Guerra 2011; [45] Kim et al. 2014; [58] Delbressine et al. 2023; [02] Enright & Sherrill 1998","0.0415;0.3243;-0.244;0.1262;-0.1038;-0.4377;0.5982;0.192;-0.3155;0.1113;-0.2321;0.1916;-0.4992;-0.235;0.167;-0.075;0.2147;-0.0763;0.2358;-0.1983;0.7008;-0.4013;-0.0377;0.0287;0.2641;-0.0174;0.6772",681.405263157895,593.398600970076,1884.2546934087,0.204748431864095,-88.0066621878189,-248.69651519069,37.548795583152,96.370648450965,117.453819329043
143,"natalia_oliveira_2023",10,"[04] Troosters, Gosselink & Decramer 1999; [58] Delbressine et al. 2023; [02] Enright & Sherrill 1998; [27] Alameri et al. 2009; [20] Jenkins et al. 2009; [06] Gibbons et al. 2001; [50] Zou et al. 2017; [55] Almeida et al. 2019; [40] Britto et al. 2013; [30] Osses et al. 2010","0.4392;-0.2402;0.9953;0.8233;-0.3834;0.2997;-0.3903;0.1585;-0.3097;-0.3924",682.473684210526,598.19749775757,1200.36772254174,0.223921237193998,-84.2761864529563,-202.677729066426,54.526840344669,92.3740755221275,108.152274755853
144,"natalia_oliveira_2023",21,"[42] Britto et al. 2013; [09] Camarri et al. 2006; [50] Zou et al. 2017; [15] Masmoudi et al. 2008; [02] Enright & Sherrill 1998; [26] Jenkins et al. 2009; [06] Gibbons et al. 2001; [27] Alameri et al. 2009; [18] Iwama et al. 2009; [04] Troosters, Gosselink & Decramer 1999; [32] Soares, Pereira 2011; [47] Nusdwinuringtyas et al, 2014; [28] Ben Saad et al. 2009; [55] Almeida et al. 2019; [40] Britto et al. 2013; [07] Enrigth et al. 2003; [34] Dourado, Vidotto, Guerra 2011; [45] Kim et al. 2014; [20] Jenkins et al. 2009; [54] Almeida et al. 2019; [10] Camarri et al. 2006","0.16;0.2696;-0.3241;-0.16;0.9124;-0.0309;-0.5675;0.5189;0.2397;0.075;-0.3002;0.3677;0.7106;0.1071;-0.3448;-0.0616;0.0911;0.1947;-0.037;-0.3226;-0.4981",678.4,533.04565621708,1668.79418778704,0.164287668754152,-145.35434378292,-279.265221189338,-2.3003236626677,146.939255948386,163.503012115633
145,"natalia_oliveira_2023",11,"[47] Nusdwinuringtyas et al, 2014; [27] Alameri et al. 2009; [34] Dourado, Vidotto, Guerra 2011; [07] Enrigth et al. 2003; [20] Jenkins et al. 2009; [02] Enright & Sherrill 1998; [30] Osses et al. 2010; [50] Zou et al. 2017; [32] Soares, Pereira 2011; [10] Camarri et al. 2006; [04] Troosters, Gosselink & Decramer 1999","0.4694;0.7081;-0.0944;-0.0168;-0.1559;0.7127;-0.262;-0.3821;-0.3796;-0.1881;0.5886",670.294736842105,559.182780113399,1403.57781704194,0.163920504651471,-111.111956728707,-259.741429534642,33.7008035070632,118.405889119989,139.963139832418
146,"natalia_oliveira_2023",10,"[04] Troosters, Gosselink & Decramer 1999; [13] Chetta et al. 2006; [02] Enright & Sherrill 1998; [10] Camarri et al. 2006; [06] Gibbons et al. 2001; [34] Dourado, Vidotto, Guerra 2011; [37] Hill et al. 2011; [48] Fernandes et al. 2016; [07] Enrigth et al. 2003; [20] Jenkins et al. 2009","0.3443;-0.2635;0.6167;0.523;0.1805;-0.1924;-0.0323;0.5054;-0.3378;-0.3439",674.136842105263,690.982073088868,1578.61398249813,0.122239075314261,16.8452309836052,-124.556894897963,153.275164135281,54.970211906307,70.9236114542687
147,"natalia_oliveira_2023",10,"[26] Jenkins et al. 2009; [02] Enright & Sherrill 1998; [10] Camarri et al. 2006; [06] Gibbons et al. 2001; [04] Troosters, Gosselink & Decramer 1999; [48] Fernandes et al. 2016; [47] Nusdwinuringtyas et al, 2014; [09] Camarri et al. 2006; [20] Jenkins et al. 2009; [50] Zou et al. 2017","-0.0601;0.802;-0.2857;-0.3294;0.3823;-0.221;0.8972;0.5838;-0.2604;-0.5088",675.994736842105,625.020391084287,1136.08180114176,0.302366082683521,-50.9743457578181,-166.948309194938,75.4695357980146,66.2623475993542,81.7092891845547
148,"natalia_oliveira_2023",16,"[55] Almeida et al. 2019; [42] Britto et al. 2013; [30] Osses et al. 2010; [15] Masmoudi et al. 2008; [47] Nusdwinuringtyas et al, 2014; [34] Dourado, Vidotto, Guerra 2011; [28] Ben Saad et al. 2009; [10] Camarri et al. 2006; [04] Troosters, Gosselink & Decramer 1999; [32] Soares, Pereira 2011; [37] Hill et al. 2011; [27] Alameri et al. 2009; [26] Jenkins et al. 2009; [48] Fernandes et al. 2016; [02] Enright & Sherrill 1998; [50] Zou et al. 2017","0.0983;0.2392;-0.1201;-0.1444;0.0946;0.0323;0.2603;-0.3051;0.1904;-0.1279;-0.0914;0.6501;0.0128;-0.0371;0.456;-0.2079",665.336842105263,563.04682135527,1375.10019661812,0.225201829160254,-102.290020749993,-223.544789852851,23.4935131138368,105.373158657989,120.576321109375
149,"natalia_oliveira_2023",23,"[26] Jenkins et al. 2009; [27] Alameri et al. 2009; [43] Rao et al. 2013; [02] Enright & Sherrill 1998; [32] Soares, Pereira 2011; [40] Britto et al. 2013; [07] Enrigth et al. 2003; [47] Nusdwinuringtyas et al, 2014; [54] Almeida et al. 2019; [09] Camarri et al. 2006; [34] Dourado, Vidotto, Guerra 2011; [55] Almeida et al. 2019; [28] Ben Saad et al. 2009; [58] Delbressine et al. 2023; [48] Fernandes et al. 2016; [37] Hill et al. 2011; [42] Britto et al. 2013; [04] Troosters, Gosselink & Decramer 1999; [10] Camarri et al. 2006; [50] Zou et al. 2017; [15] Masmoudi et al. 2008; [20] Jenkins et al. 2009; [45] Kim et al. 2014","0.0247;0.7861;-0.3235;0.9974;-0.31;-0.4681;-0.0907;0.1556;-0.344;0.2329;0.1434;0.0953;0.5578;-0.1152;0.1323;0.0631;0.089;0.1275;-0.5411;-0.3568;-0.2012;-0.02;0.3657",679.436842105263,610.864152977175,1714.14827401937,0.231555457940162,-68.5726891280884,-192.929512190922,59.6695430800969,78.8622677241834,97.3535536819731
150,"natalia_oliveira_2023",2,"[09] Camarri et al. 2006; [27] Alameri et al. 2009","0.5;0.5",672.363157894737,560.231922631579,987.973266845436,0.116604479934008,-112.131235263158,-233.28874125,-1.08689124999988,114.721022105263,130.387615477329
151,"natalia_oliveira_2023",17,"[20] Jenkins et al. 2009; [07] Enrigth et al. 2003; [06] Gibbons et al. 2001; [55] Almeida et al. 2019; [50] Zou et al. 2017; [48] Fernandes et al. 2016; [02] Enright & Sherrill 1998; [30] Osses et al. 2010; [10] Camarri et al. 2006; [32] Soares, Pereira 2011; [09] Camarri et al. 2006; [58] Delbressine et al. 2023; [40] Britto et al. 2013; [28] Ben Saad et al. 2009; [15] Masmoudi et al. 2008; [18] Iwama et al. 2009; [27] Alameri et al. 2009","-0.1032;0.0545;-0.4842;0.0745;-0.1801;0.1972;0.7742;-0.0581;-0.4461;-0.2631;0.2615;-0.0205;-0.4962;0.7789;-0.1182;0.253;0.776",672.963157894737,500.882870748158,2217.47222373026,0.204095557972902,-172.080287146579,-347.393775575448,-51.2682889604112,173.35829235005,188.579623095451
152,"natalia_oliveira_2023",6,"[37] Hill et al. 2011; [54] Almeida et al. 2019; [15] Masmoudi et al. 2008; [27] Alameri et al. 2009; [30] Osses et al. 2010; [04] Troosters, Gosselink & Decramer 1999","0.3383;0.0323;-0.1472;0.4363;-0.1096;0.4499",677.594736842105,688.261135954341,1148.61746506351,0.200826881602895,10.6663991122357,-195.396191983154,138.641226411919,60.4388876070621,78.9141588194385
153,"natalia_oliveira_2023",24,"[58] Delbressine et al. 2023; [15] Masmoudi et al. 2008; [32] Soares, Pereira 2011; [07] Enrigth et al. 2003; [04] Troosters, Gosselink & Decramer 1999; [13] Chetta et al. 2006; [28] Ben Saad et al. 2009; [47] Nusdwinuringtyas et al, 2014; [18] Iwama et al. 2009; [45] Kim et al. 2014; [27] Alameri et al. 2009; [50] Zou et al. 2017; [34] Dourado, Vidotto, Guerra 2011; [09] Camarri et al. 2006; [54] Almeida et al. 2019; [48] Fernandes et al. 2016; [06] Gibbons et al. 2001; [42] Britto et al. 2013; [26] Jenkins et al. 2009; [02] Enright & Sherrill 1998; [20] Jenkins et al. 2009; [10] Camarri et al. 2006; [40] Britto et al. 2013; [30] Osses et al. 2010","-0.0027;-0.1068;-0.2533;0.0703;0.2099;-0.5117;0.7345;0.3519;0.2179;0.3522;0.6916;-0.1998;-0.0067;0.1571;-0.2365;0.1644;-0.46;0.0789;-0.101;0.7707;-0.0979;-0.4671;-0.2963;-0.0597",672.121052631579,482.419124852585,2041.04236048761,0.29386680042872,-189.701927778994,-362.247161383813,-62.3878717930747,190.259809709737,204.131340519016
154,"natalia_oliveira_2023",26,"[02] Enright & Sherrill 1998; [10] Camarri et al. 2006; [30] Osses et al. 2010; [55] Almeida et al. 2019; [15] Masmoudi et al. 2008; [42] Britto et al. 2013; [28] Ben Saad et al. 2009; [26] Jenkins et al. 2009; [48] Fernandes et al. 2016; [04] Troosters, Gosselink & Decramer 1999; [20] Jenkins et al. 2009; [37] Hill et al. 2011; [07] Enrigth et al. 2003; [34] Dourado, Vidotto, Guerra 2011; [09] Camarri et al. 2006; [54] Almeida et al. 2019; [32] Soares, Pereira 2011; [18] Iwama et al. 2009; [45] Kim et al. 2014; [50] Zou et al. 2017; [47] Nusdwinuringtyas et al, 2014; [27] Alameri et al. 2009; [13] Chetta et al. 2006; [06] Gibbons et al. 2001; [43] Rao et al. 2013; [58] Delbressine et al. 2023","0.6542;-0.4755;-0.0709;0.0716;-0.0976;0.047;0.7618;-0.1069;0.1707;0.1957;-0.1066;0.1927;0.0685;-0.0321;0.1905;-0.3686;-0.2362;0.2282;0.3528;-0.2128;0.3418;0.7342;-0.5707;-0.5588;-0.17;-0.0031",669.478947368421,526.502772418169,2346.6203313992,0.209497335291053,-142.976174950252,-273.707569525465,-3.26313324711746,146.102833213363,161.56884538112
155,"natalia_oliveira_2023",1,"[06] Gibbons et al. 2001","1",672.952631578947,721.510105263158,2040.43060527987,0.150055204542695,48.5574736842104,-135.64,176.769,74.7207368421052,90.7999311325962
156,"natalia_oliveira_2023",17,"[55] Almeida et al. 2019; [30] Osses et al. 2010; [58] Delbressine et al. 2023; [18] Iwama et al. 2009; [06] Gibbons et al. 2001; [13] Chetta et al. 2006; [50] Zou et al. 2017; [45] Kim et al. 2014; [34] Dourado, Vidotto, Guerra 2011; [04] Troosters, Gosselink & Decramer 1999; [47] Nusdwinuringtyas et al, 2014; [07] Enrigth et al. 2003; [10] Camarri et al. 2006; [37] Hill et al. 2011; [54] Almeida et al. 2019; [02] Enright & Sherrill 1998; [28] Ben Saad et al. 2009","0.0574;-0.1027;-0.108;0.3124;-0.5483;-0.5437;-0.0862;0.6487;0.0026;0.0969;0.6298;-0.0432;-0.3708;0.1411;-0.3848;0.6157;0.6829",664.031578947368,581.95046148496,2067.54828824596,0.259118472008887,-82.0811174624089,-229.049047426277,38.4052581545926,89.8846415851084,109.585127570486
157,"natalia_oliveira_2023",17,"[15] Masmoudi et al. 2008; [40] Britto et al. 2013; [28] Ben Saad et al. 2009; [58] Delbressine et al. 2023; [27] Alameri et al. 2009; [13] Chetta et al. 2006; [26] Jenkins et al. 2009; [20] Jenkins et al. 2009; [47] Nusdwinuringtyas et al, 2014; [07] Enrigth et al. 2003; [30] Osses et al. 2010; [48] Fernandes et al. 2016; [18] Iwama et al. 2009; [50] Zou et al. 2017; [45] Kim et al. 2014; [04] Troosters, Gosselink & Decramer 1999; [55] Almeida et al. 2019","-0.0299;-0.4775;0.4975;0.1479;0.547;-0.7516;-0.0462;-0.0275;0.0237;0.2448;0.0832;0.2517;0.2998;-0.402;0.1555;0.3247;0.1589",692.510526315789,633.48044647186,1488.23931240025,0.232807683605406,-59.0300798439297,-206.157819876061,68.8297837180642,74.6016328599789,93.3118038889357
158,"natalia_oliveira_2023",21,"[18] Iwama et al. 2009; [04] Troosters, Gosselink & Decramer 1999; [58] Delbressine et al. 2023; [40] Britto et al. 2013; [13] Chetta et al. 2006; [54] Almeida et al. 2019; [50] Zou et al. 2017; [43] Rao et al. 2013; [32] Soares, Pereira 2011; [48] Fernandes et al. 2016; [20] Jenkins et al. 2009; [55] Almeida et al. 2019; [26] Jenkins et al. 2009; [47] Nusdwinuringtyas et al, 2014; [15] Masmoudi et al. 2008; [37] Hill et al. 2011; [06] Gibbons et al. 2001; [02] Enright & Sherrill 1998; [07] Enrigth et al. 2003; [09] Camarri et al. 2006; [30] Osses et al. 2010","0.0903;0.4861;-0.1021;-0.2568;-0.4415;-0.2156;-0.2559;-0.3229;-0.3318;0.0269;-0.107;0.1176;0.0145;0.9224;-0.1573;0.0822;-0.0696;1.096;-0.0536;0.6223;-0.1441",683.621052631579,759.53049595878,1078.58971679062,0.184799220969414,75.909443327201,-81.2529288922473,214.467288763011,88.4363344244843,105.090767450804
